source_file,subject_id,rt,stimulus_image,image_idx,response,correct_choice,choices,correct
obj_2afc_950525.csv,950525,863.79999999702,../../images/project_obj_2AFC/im27.png,27,1,2,"[1,2]",True
obj_2afc_950525.csv,950525,772.59999999404,../../images/project_obj_2AFC/im24.png,24,1,2,"[0,2]",True
obj_2afc_950525.csv,950525,974.70000000298,../../images/project_obj_2AFC/im53.png,53,0,7,"[7,0]",True
obj_2afc_950525.csv,950525,667.70000000298,../../images/project_obj_2AFC/im46.png,46,1,4,"[9,4]",True
obj_2afc_950525.csv,950525,650.20000000298,../../images/project_obj_2AFC/im3.png,3,1,0,"[7,0]",True
obj_2afc_950525.csv,950525,1334,../../images/project_obj_2AFC/im26.png,26,1,2,"[7,2]",True
obj_2afc_950525.csv,950525,893.5,../../images/project_obj_2AFC/im36.png,36,0,3,"[3,9]",True
obj_2afc_950525.csv,950525,671.5,../../images/project_obj_2AFC/im21.png,21,1,2,"[7,2]",True
obj_2afc_950525.csv,950525,1366.59999999404,../../images/project_obj_2AFC/im10.png,10,0,1,"[1,9]",True
obj_2afc_950525.csv,950525,844.79999999702,../../images/project_obj_2AFC/im52.png,52,1,7,"[1,7]",True
obj_2afc_950525.csv,950525,779,../../images/project_obj_2AFC/im19.png,19,1,1,"[7,1]",True
obj_2afc_950525.csv,950525,820.100000008941,../../images/project_obj_2AFC/im42.png,42,0,4,"[4,0]",True
obj_2afc_950525.csv,950525,628.79999999702,../../images/project_obj_2AFC/im56.png,56,1,7,"[9,7]",True
obj_2afc_950525.csv,950525,1957,../../images/project_obj_2AFC/im17.png,17,1,1,"[1,0]",False
obj_2afc_950525.csv,950525,1068.29999999702,../../images/project_obj_2AFC/im31.png,31,0,3,"[3,2]",True
obj_2afc_950525.csv,950525,579.699999988079,../../images/project_obj_2AFC/im49.png,49,1,4,"[2,4]",True
obj_2afc_950525.csv,950525,1036.5,../../images/project_obj_2AFC/im32.png,32,1,3,"[9,3]",True
obj_2afc_950525.csv,950525,627.29999999702,../../images/project_obj_2AFC/im47.png,47,1,4,"[3,4]",True
obj_2afc_950525.csv,950525,620,../../images/project_obj_2AFC/im38.png,38,0,3,"[3,1]",True
obj_2afc_950525.csv,950525,678.79999999702,../../images/project_obj_2AFC/im55.png,55,1,7,"[9,7]",True
obj_2afc_950525.csv,950525,932.40000000596,../../images/project_obj_2AFC/im13.png,13,0,1,"[7,1]",False
obj_2afc_950525.csv,950525,894.09999999404,../../images/project_obj_2AFC/im22.png,22,0,2,"[2,9]",True
obj_2afc_950525.csv,950525,888.79999999702,../../images/project_obj_2AFC/im51.png,51,0,7,"[7,0]",True
obj_2afc_950525.csv,950525,714.5,../../images/project_obj_2AFC/im30.png,30,0,3,"[3,7]",True
obj_2afc_950525.csv,950525,907.100000008941,../../images/project_obj_2AFC/im34.png,34,0,3,"[3,1]",True
obj_2afc_950525.csv,950525,708.40000000596,../../images/project_obj_2AFC/im23.png,23,0,2,"[2,3]",True
obj_2afc_950525.csv,950525,746,../../images/project_obj_2AFC/im4.png,4,0,0,"[0,9]",True
obj_2afc_950525.csv,950525,624.40000000596,../../images/project_obj_2AFC/im14.png,14,1,1,"[2,1]",True
obj_2afc_950525.csv,950525,582.40000000596,../../images/project_obj_2AFC/im29.png,29,0,2,"[2,7]",True
obj_2afc_950525.csv,950525,568.40000000596,../../images/project_obj_2AFC/im28.png,28,0,2,"[2,0]",True
obj_2afc_950525.csv,950525,698,../../images/project_obj_2AFC/im54.png,54,1,7,"[2,7]",True
obj_2afc_950525.csv,950525,499.70000000298,../../images/project_obj_2AFC/im58.png,58,1,7,"[9,7]",True
obj_2afc_950525.csv,950525,667.70000000298,../../images/project_obj_2AFC/im18.png,18,1,1,"[7,1]",True
obj_2afc_950525.csv,950525,529.20000000298,../../images/project_obj_2AFC/im59.png,59,1,7,"[1,7]",True
obj_2afc_950525.csv,950525,561.79999999702,../../images/project_obj_2AFC/im20.png,20,1,2,"[0,2]",True
obj_2afc_950525.csv,950525,616,../../images/project_obj_2AFC/im25.png,25,1,2,"[9,2]",True
obj_2afc_950525.csv,950525,820.40000000596,../../images/project_obj_2AFC/im6.png,6,0,0,"[0,9]",True
obj_2afc_950525.csv,950525,2145.89999999106,../../images/project_obj_2AFC/im45.png,45,1,4,"[4,7]",False
obj_2afc_950525.csv,950525,600.399999991059,../../images/project_obj_2AFC/im7.png,7,0,0,"[0,9]",True
obj_2afc_950525.csv,950525,576.199999988079,../../images/project_obj_2AFC/im57.png,57,1,7,"[2,7]",True
obj_2afc_950525.csv,950525,562.300000011921,../../images/project_obj_2AFC/im1.png,1,1,0,"[9,0]",True
obj_2afc_950525.csv,950525,919.70000000298,../../images/project_obj_2AFC/im16.png,16,1,1,"[1,0]",False
obj_2afc_950525.csv,950525,569,../../images/project_obj_2AFC/im0.png,0,1,0,"[9,0]",True
obj_2afc_950525.csv,950525,926.399999991059,../../images/project_obj_2AFC/im15.png,15,1,1,"[9,1]",True
obj_2afc_950525.csv,950525,667.600000008941,../../images/project_obj_2AFC/im5.png,5,0,0,"[0,2]",True
obj_2afc_950525.csv,950525,1633.30000001192,../../images/project_obj_2AFC/im11.png,11,0,1,"[1,0]",True
obj_2afc_950525.csv,950525,578.399999991059,../../images/project_obj_2AFC/im9.png,9,1,0,"[3,0]",True
obj_2afc_950525.csv,950525,1123.59999999404,../../images/project_obj_2AFC/im8.png,8,0,0,"[2,0]",False
obj_2afc_950525.csv,950525,1137.5,../../images/project_obj_2AFC/im12.png,12,0,1,"[1,7]",True
obj_2afc_950525.csv,950525,679.79999999702,../../images/project_obj_2AFC/im37.png,37,1,3,"[0,3]",True
obj_2afc_297346.csv,297346,1207.59999990463,../../images/project_obj_2AFC/im39.png,39,1,3,"[1,3]",True
obj_2afc_297346.csv,297346,685.5,../../images/project_obj_2AFC/im2.png,2,1,0,"[7,0]",True
obj_2afc_297346.csv,297346,824.600000143051,../../images/project_obj_2AFC/im48.png,48,1,4,"[3,4]",True
obj_2afc_297346.csv,297346,1085.90000009537,../../images/project_obj_2AFC/im50.png,50,0,7,"[7,1]",True
obj_2afc_297346.csv,297346,1267.80000019073,../../images/project_obj_2AFC/im44.png,44,1,4,"[0,4]",True
obj_2afc_297346.csv,297346,1012.5,../../images/project_obj_2AFC/im33.png,33,0,3,"[3,7]",True
