source_file,subject_id,trial_index,time_elapsed,rt,stimulus,image_idx,occurrence,is_repeat,repeat_lag,response,correct_response,correct,correct_at_second_occurrence
n_back_857609.csv,857609,47,57268,2412.0,../../images/project_n_back/im21.png,21,1,False,0,0.0,0.0,True,
n_back_857609.csv,857609,49,58904,1130.0,../../images/project_n_back/im10.png,10,1,False,0,0.0,0.0,True,
n_back_857609.csv,857609,51,60491,1079.0,../../images/project_n_back/im52.png,52,1,False,0,0.0,0.0,True,
n_back_857609.csv,857609,53,62578,1570.0,../../images/project_n_back/im19.png,19,1,False,0,0.0,0.0,True,
n_back_857609.csv,857609,55,64285,1199.0,../../images/project_n_back/im42.png,42,1,False,0,0.0,0.0,True,
n_back_857609.csv,857609,57,65667,876.0,../../images/project_n_back/im56.png,56,1,False,0,1.0,0.0,False,
n_back_857609.csv,857609,59,67167,993.0,../../images/project_n_back/im17.png,17,1,False,0,0.0,0.0,True,
n_back_857609.csv,857609,61,68646,971.0,../../images/project_n_back/im31.png,31,1,False,0,1.0,0.0,False,
n_back_857609.csv,857609,63,70402,1243.0,../../images/project_n_back/im49.png,49,1,False,0,0.0,0.0,True,
n_back_857609.csv,857609,65,71787,877.0,../../images/project_n_back/im32.png,32,1,False,0,1.0,0.0,False,
n_back_857609.csv,857609,67,73408,1112.0,../../images/project_n_back/im21.png,21,2,True,10,1.0,1.0,True,True
n_back_857609.csv,857609,69,74747,830.0,../../images/project_n_back/im10.png,10,2,True,10,1.0,1.0,True,True
n_back_857609.csv,857609,71,76019,768.0,../../images/project_n_back/im52.png,52,2,True,10,1.0,1.0,True,True
n_back_857609.csv,857609,73,77379,852.0,../../images/project_n_back/im47.png,47,1,False,0,1.0,0.0,False,
n_back_857609.csv,857609,75,78686,802.0,../../images/project_n_back/im42.png,42,2,True,10,1.0,1.0,True,True
n_back_857609.csv,857609,77,80045,853.0,../../images/project_n_back/im38.png,38,1,False,0,1.0,0.0,False,
n_back_857609.csv,857609,79,81632,1080.0,../../images/project_n_back/im55.png,55,1,False,0,1.0,0.0,False,
n_back_857609.csv,857609,81,82889,749.0,../../images/project_n_back/im31.png,31,2,True,10,1.0,1.0,True,True
n_back_857609.csv,857609,83,85028,1632.0,../../images/project_n_back/im13.png,13,1,False,0,1.0,0.0,False,
n_back_857609.csv,857609,85,86358,825.0,../../images/project_n_back/im32.png,32,2,True,10,1.0,1.0,True,True
n_back_857609.csv,857609,87,88166,1301.0,../../images/project_n_back/im22.png,22,1,False,0,0.0,0.0,True,
n_back_857609.csv,857609,89,90041,1368.0,../../images/project_n_back/im51.png,51,1,False,0,0.0,0.0,True,
n_back_857609.csv,857609,91,91796,1247.0,../../images/project_n_back/im30.png,30,1,False,0,0.0,0.0,True,
n_back_857609.csv,857609,93,93772,1469.0,../../images/project_n_back/im34.png,34,1,False,0,0.0,0.0,True,
n_back_857609.csv,857609,95,96144,1866.0,../../images/project_n_back/im23.png,23,1,False,0,0.0,0.0,True,
n_back_857609.csv,857609,97,98033,1346.0,../../images/project_n_back/im4.png,4,1,False,0,0.0,0.0,True,
n_back_857609.csv,857609,99,99412,872.0,../../images/project_n_back/im14.png,14,1,False,0,1.0,0.0,False,
n_back_857609.csv,857609,101,100744,826.0,../../images/project_n_back/im29.png,29,1,False,0,1.0,0.0,False,
n_back_857609.csv,857609,103,102197,947.0,../../images/project_n_back/im28.png,28,1,False,0,1.0,0.0,False,
n_back_857609.csv,857609,105,103691,987.0,../../images/project_n_back/im54.png,54,1,False,0,1.0,0.0,False,
n_back_857609.csv,857609,107,105291,1091.0,../../images/project_n_back/im22.png,22,2,True,10,0.0,1.0,False,False
n_back_857609.csv,857609,109,106722,926.0,../../images/project_n_back/im51.png,51,2,True,10,1.0,1.0,True,True
n_back_857609.csv,857609,111,108504,1279.0,../../images/project_n_back/im30.png,30,2,True,10,1.0,1.0,True,True
n_back_857609.csv,857609,113,110165,1153.0,../../images/project_n_back/im58.png,58,1,False,0,1.0,0.0,False,
n_back_857609.csv,857609,115,111959,1287.0,../../images/project_n_back/im18.png,18,1,False,0,0.0,0.0,True,
n_back_857609.csv,857609,117,113911,1444.0,../../images/project_n_back/im59.png,59,1,False,0,0.0,0.0,True,
n_back_857609.csv,857609,119,117428,,../../images/project_n_back/im20.png,20,1,False,0,,0.0,False,
n_back_857609.csv,857609,121,119445,1511.0,../../images/project_n_back/im25.png,25,1,False,0,1.0,0.0,False,
n_back_857609.csv,857609,123,121083,1133.0,../../images/project_n_back/im6.png,6,1,False,0,1.0,0.0,False,
n_back_857609.csv,857609,125,122622,1031.0,../../images/project_n_back/im45.png,45,1,False,0,0.0,0.0,True,
n_back_857609.csv,857609,127,124740,1611.0,../../images/project_n_back/im7.png,7,1,False,0,0.0,0.0,True,
n_back_857609.csv,857609,129,126051,802.0,../../images/project_n_back/im57.png,57,1,False,0,1.0,0.0,False,
n_back_857609.csv,857609,131,127695,1135.0,../../images/project_n_back/im1.png,1,1,False,0,0.0,0.0,True,
n_back_857609.csv,857609,133,129014,812.0,../../images/project_n_back/im16.png,16,1,False,0,1.0,0.0,False,
n_back_857609.csv,857609,135,130590,1069.0,../../images/project_n_back/im0.png,0,1,False,0,1.0,0.0,False,
n_back_857609.csv,857609,137,132029,931.0,../../images/project_n_back/im15.png,15,1,False,0,1.0,0.0,False,
n_back_857609.csv,857609,139,133703,1166.0,../../images/project_n_back/im20.png,20,2,True,10,0.0,1.0,False,False
n_back_857609.csv,857609,141,135097,885.0,../../images/project_n_back/im5.png,5,1,False,0,1.0,0.0,False,
n_back_857609.csv,857609,143,137654,2048.0,../../images/project_n_back/im11.png,11,1,False,0,0.0,0.0,True,
n_back_857609.csv,857609,145,139033,868.0,../../images/project_n_back/im9.png,9,1,False,0,1.0,0.0,False,
n_back_857609.csv,857609,147,140804,1263.0,../../images/project_n_back/im8.png,8,1,False,0,1.0,0.0,False,
n_back_857609.csv,857609,149,142192,881.0,../../images/project_n_back/im12.png,12,1,False,0,1.0,0.0,False,
n_back_857609.csv,857609,151,143586,890.0,../../images/project_n_back/im1.png,1,2,True,10,1.0,1.0,True,True
n_back_857609.csv,857609,153,145236,1142.0,../../images/project_n_back/im43.png,43,1,False,0,1.0,0.0,False,
n_back_857609.csv,857609,155,146509,768.0,../../images/project_n_back/im0.png,0,2,True,10,1.0,1.0,True,True
n_back_857609.csv,857609,157,149100,2082.0,../../images/project_n_back/im37.png,37,1,False,0,1.0,0.0,False,
n_back_857609.csv,857609,159,151986,2381.0,../../images/project_n_back/im11.png,11,2,True,8,1.0,1.0,True,True
n_back_857609.csv,857609,161,153346,854.0,../../images/project_n_back/im12.png,12,2,True,6,1.0,1.0,True,True
n_back_945830.csv,945830,7,24038,1418.0,../../images/project_n_back/im39.png,39,1,False,0,0.0,0.0,True,
n_back_945830.csv,945830,9,25905,1357.0,../../images/project_n_back/im41.png,41,1,False,0,0.0,0.0,True,
n_back_945830.csv,945830,11,27205,791.0,../../images/project_n_back/im2.png,2,1,False,0,0.0,0.0,True,
n_back_945830.csv,945830,13,28472,756.0,../../images/project_n_back/im48.png,48,1,False,0,0.0,0.0,True,
n_back_945830.csv,945830,15,29821,838.0,../../images/project_n_back/im50.png,50,1,False,0,0.0,0.0,True,
n_back_945830.csv,945830,17,31004,672.0,../../images/project_n_back/im44.png,44,1,False,0,0.0,0.0,True,
n_back_945830.csv,945830,19,32953,1435.0,../../images/project_n_back/im33.png,33,1,False,0,0.0,0.0,True,
n_back_945830.csv,945830,21,34521,1062.0,../../images/project_n_back/im35.png,35,1,False,0,0.0,0.0,True,
n_back_945830.csv,945830,23,36222,1189.0,../../images/project_n_back/im40.png,40,1,False,0,0.0,0.0,True,
n_back_945830.csv,945830,25,37707,973.0,../../images/project_n_back/im27.png,27,1,False,0,0.0,0.0,True,
n_back_945830.csv,945830,27,39004,785.0,../../images/project_n_back/im24.png,24,1,False,0,0.0,0.0,True,
n_back_945830.csv,945830,29,40238,726.0,../../images/project_n_back/im41.png,41,2,True,10,0.0,1.0,False,False
n_back_945830.csv,945830,31,42455,1706.0,../../images/project_n_back/im2.png,2,2,True,10,1.0,1.0,True,True
n_back_945830.csv,945830,33,44154,1177.0,../../images/project_n_back/im53.png,53,1,False,0,1.0,0.0,False,
n_back_945830.csv,945830,35,45755,1090.0,../../images/project_n_back/im50.png,50,2,True,10,1.0,1.0,True,True
n_back_945830.csv,945830,37,47521,1254.0,../../images/project_n_back/im46.png,46,1,False,0,1.0,0.0,False,
