source_file,subject_id,rt,stimulus,image_idx,slider_start,rating
ratings_983856.csv,983856,4226.100000023842,../../images/project_ratings/im7.png,7,4,2.0
ratings_983856.csv,983856,4214.900000035763,../../images/project_ratings/im57.png,57,4,5.0
ratings_983856.csv,983856,2416.800000011921,../../images/project_ratings/im1.png,1,1,4.0
ratings_983856.csv,983856,5321.100000023842,../../images/project_ratings/im16.png,16,1,4.0
ratings_983856.csv,983856,4081.0,../../images/project_ratings/im0.png,0,1,4.0
ratings_983856.csv,983856,2228.699999988079,../../images/project_ratings/im15.png,15,4,5.0
ratings_983856.csv,983856,1904.700000047684,../../images/project_ratings/im5.png,5,2,4.0
ratings_983856.csv,983856,2277.699999988079,../../images/project_ratings/im11.png,11,1,4.0
ratings_983856.csv,983856,2882.100000023842,../../images/project_ratings/im9.png,9,3,4.0
ratings_983856.csv,983856,2560.099999964237,../../images/project_ratings/im8.png,8,3,5.0
ratings_983856.csv,983856,4303.0,../../images/project_ratings/im12.png,12,2,2.0
ratings_983856.csv,983856,2006.300000011921,../../images/project_ratings/im43.png,43,1,3.0
ratings_983856.csv,983856,1792.300000011921,../../images/project_ratings/im37.png,37,2,3.0
ratings_724112.csv,724112,2639.9000000059605,../../images/project_ratings/im39.png,39,1,1.0
ratings_724112.csv,724112,2255.5,../../images/project_ratings/im41.png,41,2,3.0
ratings_724112.csv,724112,2705.0,../../images/project_ratings/im2.png,2,3,4.0
ratings_724112.csv,724112,1460.5,../../images/project_ratings/im48.png,48,4,1.0
ratings_724112.csv,724112,1914.20000000298,../../images/project_ratings/im50.png,50,1,1.0
ratings_724112.csv,724112,1967.20000000298,../../images/project_ratings/im44.png,44,3,2.0
ratings_724112.csv,724112,1690.3999999910593,../../images/project_ratings/im33.png,33,4,1.0
ratings_724112.csv,724112,1940.6000000089407,../../images/project_ratings/im35.png,35,4,1.0
ratings_724112.csv,724112,1465.7000000029802,../../images/project_ratings/im40.png,40,4,1.0
ratings_724112.csv,724112,1951.800000011921,../../images/project_ratings/im27.png,27,2,1.0
ratings_724112.csv,724112,1593.2000000029802,../../images/project_ratings/im24.png,24,2,1.0
ratings_724112.csv,724112,2045.0,../../images/project_ratings/im53.png,53,4,1.0
ratings_724112.csv,724112,1857.9000000059605,../../images/project_ratings/im46.png,46,4,1.0
ratings_724112.csv,724112,3186.70000000298,../../images/project_ratings/im3.png,3,3,1.0
ratings_724112.csv,724112,1735.8999999910593,../../images/project_ratings/im26.png,26,2,1.0
ratings_724112.csv,724112,1837.20000000298,../../images/project_ratings/im36.png,36,4,2.0
ratings_724112.csv,724112,1843.79999999702,../../images/project_ratings/im21.png,21,2,1.0
ratings_724112.csv,724112,1760.3999999910593,../../images/project_ratings/im10.png,10,1,1.0
ratings_724112.csv,724112,1560.8999999910593,../../images/project_ratings/im52.png,52,1,1.0
ratings_724112.csv,724112,1334.0999999940395,../../images/project_ratings/im19.png,19,2,1.0
ratings_724112.csv,724112,1894.70000000298,../../images/project_ratings/im42.png,42,2,1.0
ratings_724112.csv,724112,1470.3999999910593,../../images/project_ratings/im56.png,56,3,2.0
ratings_724112.csv,724112,1833.4000000059605,../../images/project_ratings/im17.png,17,2,1.0
ratings_724112.csv,724112,3142.20000000298,../../images/project_ratings/im31.png,31,4,1.0
