subject_id,reactionTime,choices_1,choices_2,correct,image_idx
958274,1255.09999999404,2,4,1,81
958274,1261.70000001788,9,0,1,187
958274,1355,6,0,1,8
958274,1444.90000000596,8,0,1,163
958274,1379.69999998808,1,7,1,140
958274,1651.90000000596,6,2,1,44
958274,1205.10000002384,4,6,1,85
958274,1382.59999999404,5,9,1,103
958274,1019.60000002384,2,0,1,54
958274,1356.60000002384,4,9,1,180
958274,1507.70000001788,7,2,1,41
958274,1244.40000000596,6,2,1,46
958274,1340.70000001788,6,1,1,122
958274,1501,2,0,1,2
958274,1167.59999999404,6,0,1,2
958274,1522.69999998808,1,7,1,25
958274,1493.59999999404,8,0,1,18
792933,1532.29999999702,9,0,1,2
792933,1209.80000001192,8,1,1,161
792933,784.29999999702,9,0,1,0
792933,934.70000000298,5,1,1,22
792933,967.899999991059,4,0,1,18
792933,996.29999999702,0,5,1,8
792933,931.600000008941,0,2,1,2
792933,837.399999991059,8,9,1,163
792933,1077.10000000894,7,1,1,142
792933,825.5,7,4,1,143
792933,931.29999999702,6,3,1,130
792933,1098.80000001192,0,2,1,44
792933,769.5,3,5,1,103
792933,730.79999999702,8,1,1,31
792933,1068.40000000596,9,4,0,199
792933,921.20000000298,5,2,1,103
792933,912.699999988079,7,9,1,142
792933,1070.5,9,8,1,163
792933,820.09999999404,5,0,1,101
792933,1006.59999999404,2,9,1,199
792933,878.899999991059,5,2,1,41
792933,1052.5,1,8,1,173
792933,856,4,8,1,81
792933,1214,2,4,1,44
792933,996.800000011921,4,2,1,87
792933,1120.30000001192,1,4,1,31
792933,798.20000000298,1,6,1,25
792933,919.79999999702,9,7,1,180
792933,922.29999999702,5,1,1,31
792933,727,7,5,1,103
792933,951.899999991059,1,2,1,46
792933,785.70000000298,3,2,1,41
792933,731.29999999702,6,1,1,25
792933,1611,4,7,1,142
792933,840.5,1,2,1,25
792933,931.399999991059,3,6,1,76
792933,829,3,4,1,76
792933,842.29999999702,5,1,1,105
792933,791.59999999404,5,9,1,191
792933,1230.79999999702,8,3,1,63
792933,2574.90000000596,0,6,1,122
792933,865.59999999404,1,0,1,24
792933,1473.29999999702,0,4,1,86
792933,962.399999991059,7,1,1,24
792933,1590.40000000596,9,1,1,199
792933,965.20000000298,2,8,1,172
792933,945.09999999404,1,7,1,144
792933,1062,0,7,1,142
792933,1094.40000000596,8,9,1,161
792933,938.5,6,8,1,161
792933,794.59999999404,4,5,1,81
792933,978.20000000298,5,4,1,81
792933,866.5,2,1,1,41
792933,910.59999999404,8,6,1,122
792933,1135.70000000298,9,7,1,199
792933,1177.90000000596,1,0,1,0
792933,852.59999999404,1,2,1,22
792933,920.29999999702,5,6,1,130
792933,1098.70000000298,0,8,1,173
792933,894.20000000298,3,1,1,63
611171,1012.40000000596,6,8,1,173
611171,857.5,7,9,1,143
611171,979.899999991059,7,5,1,142
611171,920.800000011921,2,5,1,44
611171,1114.5,7,4,1,87
611171,1047.20000000298,7,2,1,44
611171,775,2,5,1,54
611171,863.70000000298,3,7,1,142
611171,942.20000000298,6,8,1,163
611171,981.20000000298,2,0,1,0
611171,884.29999999702,6,2,1,123
611171,930.20000000298,6,4,1,86
611171,921.5,0,3,1,68
611171,822.20000000298,7,2,1,144
611171,1221.29999999702,6,4,1,122
611171,842.899999991059,0,9,1,2
611171,935.399999991059,6,7,1,140
611171,786.79999999702,8,2,1,41
611171,746.5,9,2,1,187
611171,891.79999999702,8,6,1,173
611171,863,2,6,1,44
611171,945.09999999404,4,0,0,87
611171,1110.69999998808,7,4,1,85
611171,1097,6,5,1,105
611171,924.79999999702,9,3,1,76
611171,1069.40000000596,3,0,1,68
611171,1404.19999998808,9,4,1,85
611171,1061.40000000596,1,9,1,25
611171,1054.90000000596,2,6,1,130
611171,904.5,7,6,1,142
611171,978.800000011921,6,0,1,130
611171,1116.79999999702,8,9,1,173
611171,1297.5,3,5,1,68
611171,863,7,2,1,46
611171,1038.09999999404,5,7,1,101
611171,767.399999991059,7,9,1,191
611171,978.29999999702,2,7,1,140
611171,989.399999991059,2,7,1,46
611171,990.59999999404,8,1,1,25
611171,953.09999999404,0,8,1,2
611171,787.70000000298,1,5,1,105
611171,842.899999991059,9,3,1,199
611171,1344.90000000596,4,1,1,85
611171,1130.29999999702,9,4,1,86
611171,1249.60000000894,3,6,1,63
611171,884.09999999404,3,2,1,70
611171,782.5,7,5,1,143
611171,824,0,1,1,22
611171,861.399999991059,2,6,1,46
611171,884.29999999702,4,1,1,22
611171,1203.70000000298,4,5,1,103
611171,894.79999999702,5,1,1,103
611171,810.40000000596,9,1,1,191
611171,1072.5,3,0,1,63
611171,829.40000000596,0,8,1,0
611171,970,8,5,1,101
611171,1003.79999999702,5,7,1,140
611171,1041.90000000596,1,6,1,120
611171,1072.90000000596,7,5,1,101
611171,940.29999999702,9,8,1,187
874724,1300.5,7,9,1,144
874724,1082.30000001192,2,6,1,123
874724,890.800000011921,5,4,1,103
874724,1163.40000003576,4,6,1,81
874724,971.300000011921,7,0,1,144
874724,1342,2,4,1,85
874724,975.900000035763,6,8,1,122
874724,1186.90000003576,6,4,1,81
874724,1417.89999997616,2,4,1,86
874724,1184.60000002384,1,4,1,24
874724,1011.19999998808,6,3,0,63
874724,1189.09999996424,4,8,1,161
874724,1025.19999998808,6,1,1,31
874724,883.099999964237,4,3,1,76
874724,875.900000035763,6,9,1,187
874724,1108.69999998808,3,4,1,86
874724,1219.30000001192,9,7,1,144
874724,892.200000047684,4,6,1,87
874724,1143.30000001192,6,1,1,130
874724,961.900000035763,3,4,1,87
874724,864.5,1,3,1,31
874724,1345.69999998808,8,5,1,102
874724,1682.89999997616,0,3,1,63
874724,1040.59999996424,9,0,1,18
874724,1194.69999998808,7,8,1,144
874724,1114.19999998808,9,8,1,180
874724,1205,1,4,1,85
874724,1083.5,8,0,1,8
874724,1121,6,5,1,130
874724,1013.60000002384,4,5,1,101
874724,1196,0,7,1,143
874724,1452.30000001192,7,0,1,142
874724,961.799999952316,1,8,1,25
874724,912.5,0,6,1,123
874724,1227,1,0,1,2
874724,1134.39999997616,7,3,1,76
874724,1054.80000001192,7,6,1,140
874724,880.600000023842,5,8,1,105
874724,966.199999988079,1,9,1,24
874724,1150.60000002384,2,9,1,46
874724,1246.59999996424,2,5,1,41
874724,1173.90000003576,8,5,1,105
874724,927.300000011921,4,9,1,199
874724,1739,3,4,1,63
874724,1180,6,4,1,130
874724,918.800000011921,8,6,1,130
874724,947.099999964237,7,3,1,68
874724,1006.60000002384,8,0,1,161
874724,878.699999988079,6,8,1,120
874724,1292.80000001192,1,0,1,18
874724,875.399999976158,5,3,1,68
874724,1583.70000004768,6,7,1,142
874724,1178.80000001192,4,7,1,86
874724,1188.69999998808,0,9,1,18
874724,1091.19999998808,1,3,1,24
874724,1005.5,5,3,1,76
874724,1016.59999996424,9,3,1,180
874724,1476.69999998808,5,8,1,163
874724,1210.5,7,6,1,122
